year,month,famsize,child_under18,pov_thresh_2020,over65
2020,1,1,0,13465,0
2020,1,2,0,17331,0
2020,1,2,1,17839,0
2020,1,3,0,20244,0
2020,1,3,1,20832,0
2020,1,3,2,20852,0
2020,1,4,0,26695,0
2020,1,4,1,27131,0
2020,1,4,2,26246,0
2020,1,4,3,26338,0
2020,1,5,0,32193,0
2020,1,5,1,32661,0
2020,1,5,2,31661,0
2020,1,5,3,30887,0
2020,1,5,4,30414,0
2020,1,6,0,37027,0
2020,1,6,1,37174,0
2020,1,6,2,36408,0
2020,1,6,3,35674,0
2020,1,6,4,34582,0
2020,1,6,5,33935,0
2020,1,7,0,42605,0
2020,1,7,1,42871,0
2020,1,7,2,41954,0
2020,1,7,3,41314,0
2020,1,7,4,40124,0
2020,1,7,5,38734,0
2020,1,7,6,37210,0
2020,1,8,0,47650,0
2020,1,8,1,48071,0
2020,1,8,2,47205,0
2020,1,8,3,46447,0
2020,1,8,4,45371,0
2020,1,8,5,44006,0
2020,1,8,6,42585,0
2020,1,8,7,42224,0
2020,1,9,0,57319,0
2020,1,9,1,57597,0
2020,1,9,2,56831,0
2020,1,9,3,56188,0
2020,1,9,4,55132,0
2020,1,9,5,53679,0
2020,1,9,6,52366,0
2020,1,9,7,52040,0
2020,1,9,8,50035,0
2020,1,10,0,57319,0
2020,1,10,1,57597,0
2020,1,10,2,56831,0
2020,1,10,3,56188,0
2020,1,10,4,55132,0
2020,1,10,5,53679,0
2020,1,10,6,52366,0
2020,1,10,7,52040,0
2020,1,10,8,50035,0
2020,1,10,9,50035,0
2020,1,11,0,57319,0
2020,1,11,1,57597,0
2020,1,11,2,56831,0
2020,1,11,3,56188,0
2020,1,11,4,55132,0
2020,1,11,5,53679,0
2020,1,11,6,52366,0
2020,1,11,7,52040,0
2020,1,11,8,50035,0
2020,1,11,9,50035,0
2020,1,11,10,50035,0
2020,1,12,0,57319,0
2020,1,12,1,57597,0
2020,1,12,2,56831,0
2020,1,12,3,56188,0
2020,1,12,4,55132,0
2020,1,12,5,53679,0
2020,1,12,6,52366,0
2020,1,12,7,52040,0
2020,1,12,8,50035,0
2020,1,12,9,50035,0
2020,1,12,10,50035,0
2020,1,12,11,50035,0
2020,1,13,0,57319,0
2020,1,13,1,57597,0
2020,1,13,2,56831,0
2020,1,13,3,56188,0
2020,1,13,4,55132,0
2020,1,13,5,53679,0
2020,1,13,6,52366,0
2020,1,13,7,52040,0
2020,1,13,8,50035,0
2020,1,13,9,50035,0
2020,1,13,10,50035,0
2020,1,13,11,50035,0
2020,1,13,12,50035,0
2020,1,1,0,12413,1
2020,1,2,0,15644,1
2020,1,2,1,17771,1
2020,1,3,0,20244,1
2020,1,3,1,20832,1
2020,1,3,2,20852,1
2020,1,4,0,26695,1
2020,1,4,1,27131,1
2020,1,4,2,26246,1
2020,1,4,3,26338,1
2020,1,5,0,32193,1
2020,1,5,1,32661,1
2020,1,5,2,31661,1
2020,1,5,3,30887,1
2020,1,5,4,30414,1
2020,1,6,0,37027,1
2020,1,6,1,37174,1
2020,1,6,2,36408,1
2020,1,6,3,35674,1
2020,1,6,4,34582,1
2020,1,6,5,33935,1
2020,1,7,0,42605,1
2020,1,7,1,42871,1
2020,1,7,2,41954,1
2020,1,7,3,41314,1
2020,1,7,4,40124,1
2020,1,7,5,38734,1
2020,1,7,6,37210,1
2020,1,8,0,47650,1
2020,1,8,1,48071,1
2020,1,8,2,47205,1
2020,1,8,3,46447,1
2020,1,8,4,45371,1
2020,1,8,5,44006,1
2020,1,8,6,42585,1
2020,1,8,7,42224,1
2020,1,9,0,57319,1
2020,1,9,1,57597,1
2020,1,9,2,56831,1
2020,1,9,3,56188,1
2020,1,9,4,55132,1
2020,1,9,5,53679,1
2020,1,9,6,52366,1
2020,1,9,7,52040,1
2020,1,9,8,50035,1
2020,1,10,0,57319,1
2020,1,10,1,57597,1
2020,1,10,2,56831,1
2020,1,10,3,56188,1
2020,1,10,4,55132,1
2020,1,10,5,53679,1
2020,1,10,6,52366,1
2020,1,10,7,52040,1
2020,1,10,8,50035,1
2020,1,10,9,50035,1
2020,1,11,0,57319,1
2020,1,11,1,57597,1
2020,1,11,2,56831,1
2020,1,11,3,56188,1
2020,1,11,4,55132,1
2020,1,11,5,53679,1
2020,1,11,6,52366,1
2020,1,11,7,52040,1
2020,1,11,8,50035,1
2020,1,11,9,50035,1
2020,1,11,10,50035,1
2020,1,12,0,57319,1
2020,1,12,1,57597,1
2020,1,12,2,56831,1
2020,1,12,3,56188,1
2020,1,12,4,55132,1
2020,1,12,5,53679,1
2020,1,12,6,52366,1
2020,1,12,7,52040,1
2020,1,12,8,50035,1
2020,1,12,9,50035,1
2020,1,12,10,50035,1
2020,1,12,11,50035,1
2020,1,13,0,57319,1
2020,1,13,1,57597,1
2020,1,13,2,56831,1
2020,1,13,3,56188,1
2020,1,13,4,55132,1
2020,1,13,5,53679,1
2020,1,13,6,52366,1
2020,1,13,7,52040,1
2020,1,13,8,50035,1
2020,1,13,9,50035,1
2020,1,13,10,50035,1
2020,1,13,11,50035,1
2020,1,13,12,50035,1
2020,2,1,0,13465,0
2020,2,2,0,17331,0
2020,2,2,1,17839,0
2020,2,3,0,20244,0
2020,2,3,1,20832,0
2020,2,3,2,20852,0
2020,2,4,0,26695,0
2020,2,4,1,27131,0
2020,2,4,2,26246,0
2020,2,4,3,26338,0
2020,2,5,0,32193,0
2020,2,5,1,32661,0
2020,2,5,2,31661,0
2020,2,5,3,30887,0
2020,2,5,4,30414,0
2020,2,6,0,37027,0
2020,2,6,1,37174,0
2020,2,6,2,36408,0
2020,2,6,3,35674,0
2020,2,6,4,34582,0
2020,2,6,5,33935,0
2020,2,7,0,42605,0
2020,2,7,1,42871,0
2020,2,7,2,41954,0
2020,2,7,3,41314,0
2020,2,7,4,40124,0
2020,2,7,5,38734,0
2020,2,7,6,37210,0
2020,2,8,0,47650,0
2020,2,8,1,48071,0
2020,2,8,2,47205,0
2020,2,8,3,46447,0
2020,2,8,4,45371,0
2020,2,8,5,44006,0
2020,2,8,6,42585,0
2020,2,8,7,42224,0
2020,2,9,0,57319,0
2020,2,9,1,57597,0
2020,2,9,2,56831,0
2020,2,9,3,56188,0
2020,2,9,4,55132,0
2020,2,9,5,53679,0
2020,2,9,6,52366,0
2020,2,9,7,52040,0
2020,2,9,8,50035,0
2020,2,10,0,57319,0
2020,2,10,1,57597,0
2020,2,10,2,56831,0
2020,2,10,3,56188,0
2020,2,10,4,55132,0
2020,2,10,5,53679,0
2020,2,10,6,52366,0
2020,2,10,7,52040,0
2020,2,10,8,50035,0
2020,2,10,9,50035,0
2020,2,11,0,57319,0
2020,2,11,1,57597,0
2020,2,11,2,56831,0
2020,2,11,3,56188,0
2020,2,11,4,55132,0
2020,2,11,5,53679,0
2020,2,11,6,52366,0
2020,2,11,7,52040,0
2020,2,11,8,50035,0
2020,2,11,9,50035,0
2020,2,11,10,50035,0
2020,2,12,0,57319,0
2020,2,12,1,57597,0
2020,2,12,2,56831,0
2020,2,12,3,56188,0
2020,2,12,4,55132,0
2020,2,12,5,53679,0
2020,2,12,6,52366,0
2020,2,12,7,52040,0
2020,2,12,8,50035,0
2020,2,12,9,50035,0
2020,2,12,10,50035,0
2020,2,12,11,50035,0
2020,2,13,0,57319,0
2020,2,13,1,57597,0
2020,2,13,2,56831,0
2020,2,13,3,56188,0
2020,2,13,4,55132,0
2020,2,13,5,53679,0
2020,2,13,6,52366,0
2020,2,13,7,52040,0
2020,2,13,8,50035,0
2020,2,13,9,50035,0
2020,2,13,10,50035,0
2020,2,13,11,50035,0
2020,2,13,12,50035,0
2020,2,1,0,12413,1
2020,2,2,0,15644,1
2020,2,2,1,17771,1
2020,2,3,0,20244,1
2020,2,3,1,20832,1
2020,2,3,2,20852,1
2020,2,4,0,26695,1
2020,2,4,1,27131,1
2020,2,4,2,26246,1
2020,2,4,3,26338,1
2020,2,5,0,32193,1
2020,2,5,1,32661,1
2020,2,5,2,31661,1
2020,2,5,3,30887,1
2020,2,5,4,30414,1
2020,2,6,0,37027,1
2020,2,6,1,37174,1
2020,2,6,2,36408,1
2020,2,6,3,35674,1
2020,2,6,4,34582,1
2020,2,6,5,33935,1
2020,2,7,0,42605,1
2020,2,7,1,42871,1
2020,2,7,2,41954,1
2020,2,7,3,41314,1
2020,2,7,4,40124,1
2020,2,7,5,38734,1
2020,2,7,6,37210,1
2020,2,8,0,47650,1
2020,2,8,1,48071,1
2020,2,8,2,47205,1
2020,2,8,3,46447,1
2020,2,8,4,45371,1
2020,2,8,5,44006,1
2020,2,8,6,42585,1
2020,2,8,7,42224,1
2020,2,9,0,57319,1
2020,2,9,1,57597,1
2020,2,9,2,56831,1
2020,2,9,3,56188,1
2020,2,9,4,55132,1
2020,2,9,5,53679,1
2020,2,9,6,52366,1
2020,2,9,7,52040,1
2020,2,9,8,50035,1
2020,2,10,0,57319,1
2020,2,10,1,57597,1
2020,2,10,2,56831,1
2020,2,10,3,56188,1
2020,2,10,4,55132,1
2020,2,10,5,53679,1
2020,2,10,6,52366,1
2020,2,10,7,52040,1
2020,2,10,8,50035,1
2020,2,10,9,50035,1
2020,2,11,0,57319,1
2020,2,11,1,57597,1
2020,2,11,2,56831,1
2020,2,11,3,56188,1
2020,2,11,4,55132,1
2020,2,11,5,53679,1
2020,2,11,6,52366,1
2020,2,11,7,52040,1
2020,2,11,8,50035,1
2020,2,11,9,50035,1
2020,2,11,10,50035,1
2020,2,12,0,57319,1
2020,2,12,1,57597,1
2020,2,12,2,56831,1
2020,2,12,3,56188,1
2020,2,12,4,55132,1
2020,2,12,5,53679,1
2020,2,12,6,52366,1
2020,2,12,7,52040,1
2020,2,12,8,50035,1
2020,2,12,9,50035,1
2020,2,12,10,50035,1
2020,2,12,11,50035,1
2020,2,13,0,57319,1
2020,2,13,1,57597,1
2020,2,13,2,56831,1
2020,2,13,3,56188,1
2020,2,13,4,55132,1
2020,2,13,5,53679,1
2020,2,13,6,52366,1
2020,2,13,7,52040,1
2020,2,13,8,50035,1
2020,2,13,9,50035,1
2020,2,13,10,50035,1
2020,2,13,11,50035,1
2020,2,13,12,50035,1
2020,3,1,0,13465,0
2020,3,2,0,17331,0
2020,3,2,1,17839,0
2020,3,3,0,20244,0
2020,3,3,1,20832,0
2020,3,3,2,20852,0
2020,3,4,0,26695,0
2020,3,4,1,27131,0
2020,3,4,2,26246,0
2020,3,4,3,26338,0
2020,3,5,0,32193,0
2020,3,5,1,32661,0
2020,3,5,2,31661,0
2020,3,5,3,30887,0
2020,3,5,4,30414,0
2020,3,6,0,37027,0
2020,3,6,1,37174,0
2020,3,6,2,36408,0
2020,3,6,3,35674,0
2020,3,6,4,34582,0
2020,3,6,5,33935,0
2020,3,7,0,42605,0
2020,3,7,1,42871,0
2020,3,7,2,41954,0
2020,3,7,3,41314,0
2020,3,7,4,40124,0
2020,3,7,5,38734,0
2020,3,7,6,37210,0
2020,3,8,0,47650,0
2020,3,8,1,48071,0
2020,3,8,2,47205,0
2020,3,8,3,46447,0
2020,3,8,4,45371,0
2020,3,8,5,44006,0
2020,3,8,6,42585,0
2020,3,8,7,42224,0
2020,3,9,0,57319,0
2020,3,9,1,57597,0
2020,3,9,2,56831,0
2020,3,9,3,56188,0
2020,3,9,4,55132,0
2020,3,9,5,53679,0
2020,3,9,6,52366,0
2020,3,9,7,52040,0
2020,3,9,8,50035,0
2020,3,10,0,57319,0
2020,3,10,1,57597,0
2020,3,10,2,56831,0
2020,3,10,3,56188,0
2020,3,10,4,55132,0
2020,3,10,5,53679,0
2020,3,10,6,52366,0
2020,3,10,7,52040,0
2020,3,10,8,50035,0
2020,3,10,9,50035,0
2020,3,11,0,57319,0
2020,3,11,1,57597,0
2020,3,11,2,56831,0
2020,3,11,3,56188,0
2020,3,11,4,55132,0
2020,3,11,5,53679,0
2020,3,11,6,52366,0
2020,3,11,7,52040,0
2020,3,11,8,50035,0
2020,3,11,9,50035,0
2020,3,11,10,50035,0
2020,3,12,0,57319,0
2020,3,12,1,57597,0
2020,3,12,2,56831,0
2020,3,12,3,56188,0
2020,3,12,4,55132,0
2020,3,12,5,53679,0
2020,3,12,6,52366,0
2020,3,12,7,52040,0
2020,3,12,8,50035,0
2020,3,12,9,50035,0
2020,3,12,10,50035,0
2020,3,12,11,50035,0
2020,3,13,0,57319,0
2020,3,13,1,57597,0
2020,3,13,2,56831,0
2020,3,13,3,56188,0
2020,3,13,4,55132,0
2020,3,13,5,53679,0
2020,3,13,6,52366,0
2020,3,13,7,52040,0
2020,3,13,8,50035,0
2020,3,13,9,50035,0
2020,3,13,10,50035,0
2020,3,13,11,50035,0
2020,3,13,12,50035,0
2020,3,1,0,12413,1
2020,3,2,0,15644,1
2020,3,2,1,17771,1
2020,3,3,0,20244,1
2020,3,3,1,20832,1
2020,3,3,2,20852,1
2020,3,4,0,26695,1
2020,3,4,1,27131,1
2020,3,4,2,26246,1
2020,3,4,3,26338,1
2020,3,5,0,32193,1
2020,3,5,1,32661,1
2020,3,5,2,31661,1
2020,3,5,3,30887,1
2020,3,5,4,30414,1
2020,3,6,0,37027,1
2020,3,6,1,37174,1
2020,3,6,2,36408,1
2020,3,6,3,35674,1
2020,3,6,4,34582,1
2020,3,6,5,33935,1
2020,3,7,0,42605,1
2020,3,7,1,42871,1
2020,3,7,2,41954,1
2020,3,7,3,41314,1
2020,3,7,4,40124,1
2020,3,7,5,38734,1
2020,3,7,6,37210,1
2020,3,8,0,47650,1
2020,3,8,1,48071,1
2020,3,8,2,47205,1
2020,3,8,3,46447,1
2020,3,8,4,45371,1
2020,3,8,5,44006,1
2020,3,8,6,42585,1
2020,3,8,7,42224,1
2020,3,9,0,57319,1
2020,3,9,1,57597,1
2020,3,9,2,56831,1
2020,3,9,3,56188,1
2020,3,9,4,55132,1
2020,3,9,5,53679,1
2020,3,9,6,52366,1
2020,3,9,7,52040,1
2020,3,9,8,50035,1
2020,3,10,0,57319,1
2020,3,10,1,57597,1
2020,3,10,2,56831,1
2020,3,10,3,56188,1
2020,3,10,4,55132,1
2020,3,10,5,53679,1
2020,3,10,6,52366,1
2020,3,10,7,52040,1
2020,3,10,8,50035,1
2020,3,10,9,50035,1
2020,3,11,0,57319,1
2020,3,11,1,57597,1
2020,3,11,2,56831,1
2020,3,11,3,56188,1
2020,3,11,4,55132,1
2020,3,11,5,53679,1
2020,3,11,6,52366,1
2020,3,11,7,52040,1
2020,3,11,8,50035,1
2020,3,11,9,50035,1
2020,3,11,10,50035,1
2020,3,12,0,57319,1
2020,3,12,1,57597,1
2020,3,12,2,56831,1
2020,3,12,3,56188,1
2020,3,12,4,55132,1
2020,3,12,5,53679,1
2020,3,12,6,52366,1
2020,3,12,7,52040,1
2020,3,12,8,50035,1
2020,3,12,9,50035,1
2020,3,12,10,50035,1
2020,3,12,11,50035,1
2020,3,13,0,57319,1
2020,3,13,1,57597,1
2020,3,13,2,56831,1
2020,3,13,3,56188,1
2020,3,13,4,55132,1
2020,3,13,5,53679,1
2020,3,13,6,52366,1
2020,3,13,7,52040,1
2020,3,13,8,50035,1
2020,3,13,9,50035,1
2020,3,13,10,50035,1
2020,3,13,11,50035,1
2020,3,13,12,50035,1
2020,4,1,0,13465,0
2020,4,2,0,17331,0
2020,4,2,1,17839,0
2020,4,3,0,20244,0
2020,4,3,1,20832,0
2020,4,3,2,20852,0
2020,4,4,0,26695,0
2020,4,4,1,27131,0
2020,4,4,2,26246,0
2020,4,4,3,26338,0
2020,4,5,0,32193,0
2020,4,5,1,32661,0
2020,4,5,2,31661,0
2020,4,5,3,30887,0
2020,4,5,4,30414,0
2020,4,6,0,37027,0
2020,4,6,1,37174,0
2020,4,6,2,36408,0
2020,4,6,3,35674,0
2020,4,6,4,34582,0
2020,4,6,5,33935,0
2020,4,7,0,42605,0
2020,4,7,1,42871,0
2020,4,7,2,41954,0
2020,4,7,3,41314,0
2020,4,7,4,40124,0
2020,4,7,5,38734,0
2020,4,7,6,37210,0
2020,4,8,0,47650,0
2020,4,8,1,48071,0
2020,4,8,2,47205,0
2020,4,8,3,46447,0
2020,4,8,4,45371,0
2020,4,8,5,44006,0
2020,4,8,6,42585,0
2020,4,8,7,42224,0
2020,4,9,0,57319,0
2020,4,9,1,57597,0
2020,4,9,2,56831,0
2020,4,9,3,56188,0
2020,4,9,4,55132,0
2020,4,9,5,53679,0
2020,4,9,6,52366,0
2020,4,9,7,52040,0
2020,4,9,8,50035,0
2020,4,10,0,57319,0
2020,4,10,1,57597,0
2020,4,10,2,56831,0
2020,4,10,3,56188,0
2020,4,10,4,55132,0
2020,4,10,5,53679,0
2020,4,10,6,52366,0
2020,4,10,7,52040,0
2020,4,10,8,50035,0
2020,4,10,9,50035,0
2020,4,11,0,57319,0
2020,4,11,1,57597,0
2020,4,11,2,56831,0
2020,4,11,3,56188,0
2020,4,11,4,55132,0
2020,4,11,5,53679,0
2020,4,11,6,52366,0
2020,4,11,7,52040,0
2020,4,11,8,50035,0
2020,4,11,9,50035,0
2020,4,11,10,50035,0
2020,4,12,0,57319,0
2020,4,12,1,57597,0
2020,4,12,2,56831,0
2020,4,12,3,56188,0
2020,4,12,4,55132,0
2020,4,12,5,53679,0
2020,4,12,6,52366,0
2020,4,12,7,52040,0
2020,4,12,8,50035,0
2020,4,12,9,50035,0
2020,4,12,10,50035,0
2020,4,12,11,50035,0
2020,4,13,0,57319,0
2020,4,13,1,57597,0
2020,4,13,2,56831,0
2020,4,13,3,56188,0
2020,4,13,4,55132,0
2020,4,13,5,53679,0
2020,4,13,6,52366,0
2020,4,13,7,52040,0
2020,4,13,8,50035,0
2020,4,13,9,50035,0
2020,4,13,10,50035,0
2020,4,13,11,50035,0
2020,4,13,12,50035,0
2020,4,1,0,12413,1
2020,4,2,0,15644,1
2020,4,2,1,17771,1
2020,4,3,0,20244,1
2020,4,3,1,20832,1
2020,4,3,2,20852,1
2020,4,4,0,26695,1
2020,4,4,1,27131,1
2020,4,4,2,26246,1
2020,4,4,3,26338,1
2020,4,5,0,32193,1
2020,4,5,1,32661,1
2020,4,5,2,31661,1
2020,4,5,3,30887,1
2020,4,5,4,30414,1
2020,4,6,0,37027,1
2020,4,6,1,37174,1
2020,4,6,2,36408,1
2020,4,6,3,35674,1
2020,4,6,4,34582,1
2020,4,6,5,33935,1
2020,4,7,0,42605,1
2020,4,7,1,42871,1
2020,4,7,2,41954,1
2020,4,7,3,41314,1
2020,4,7,4,40124,1
2020,4,7,5,38734,1
2020,4,7,6,37210,1
2020,4,8,0,47650,1
2020,4,8,1,48071,1
2020,4,8,2,47205,1
2020,4,8,3,46447,1
2020,4,8,4,45371,1
2020,4,8,5,44006,1
2020,4,8,6,42585,1
2020,4,8,7,42224,1
2020,4,9,0,57319,1
2020,4,9,1,57597,1
2020,4,9,2,56831,1
2020,4,9,3,56188,1
2020,4,9,4,55132,1
2020,4,9,5,53679,1
2020,4,9,6,52366,1
2020,4,9,7,52040,1
2020,4,9,8,50035,1
2020,4,10,0,57319,1
2020,4,10,1,57597,1
2020,4,10,2,56831,1
2020,4,10,3,56188,1
2020,4,10,4,55132,1
2020,4,10,5,53679,1
2020,4,10,6,52366,1
2020,4,10,7,52040,1
2020,4,10,8,50035,1
2020,4,10,9,50035,1
2020,4,11,0,57319,1
2020,4,11,1,57597,1
2020,4,11,2,56831,1
2020,4,11,3,56188,1
2020,4,11,4,55132,1
2020,4,11,5,53679,1
2020,4,11,6,52366,1
2020,4,11,7,52040,1
2020,4,11,8,50035,1
2020,4,11,9,50035,1
2020,4,11,10,50035,1
2020,4,12,0,57319,1
2020,4,12,1,57597,1
2020,4,12,2,56831,1
2020,4,12,3,56188,1
2020,4,12,4,55132,1
2020,4,12,5,53679,1
2020,4,12,6,52366,1
2020,4,12,7,52040,1
2020,4,12,8,50035,1
2020,4,12,9,50035,1
2020,4,12,10,50035,1
2020,4,12,11,50035,1
2020,4,13,0,57319,1
2020,4,13,1,57597,1
2020,4,13,2,56831,1
2020,4,13,3,56188,1
2020,4,13,4,55132,1
2020,4,13,5,53679,1
2020,4,13,6,52366,1
2020,4,13,7,52040,1
2020,4,13,8,50035,1
2020,4,13,9,50035,1
2020,4,13,10,50035,1
2020,4,13,11,50035,1
2020,4,13,12,50035,1
2020,5,1,0,13465,0
2020,5,2,0,17331,0
2020,5,2,1,17839,0
2020,5,3,0,20244,0
2020,5,3,1,20832,0
2020,5,3,2,20852,0
2020,5,4,0,26695,0
2020,5,4,1,27131,0
2020,5,4,2,26246,0
2020,5,4,3,26338,0
2020,5,5,0,32193,0
2020,5,5,1,32661,0
2020,5,5,2,31661,0
2020,5,5,3,30887,0
2020,5,5,4,30414,0
2020,5,6,0,37027,0
2020,5,6,1,37174,0
2020,5,6,2,36408,0
2020,5,6,3,35674,0
2020,5,6,4,34582,0
2020,5,6,5,33935,0
2020,5,7,0,42605,0
2020,5,7,1,42871,0
2020,5,7,2,41954,0
2020,5,7,3,41314,0
2020,5,7,4,40124,0
2020,5,7,5,38734,0
2020,5,7,6,37210,0
2020,5,8,0,47650,0
2020,5,8,1,48071,0
2020,5,8,2,47205,0
2020,5,8,3,46447,0
2020,5,8,4,45371,0
2020,5,8,5,44006,0
2020,5,8,6,42585,0
2020,5,8,7,42224,0
2020,5,9,0,57319,0
2020,5,9,1,57597,0
2020,5,9,2,56831,0
2020,5,9,3,56188,0
2020,5,9,4,55132,0
2020,5,9,5,53679,0
2020,5,9,6,52366,0
2020,5,9,7,52040,0
2020,5,9,8,50035,0
2020,5,10,0,57319,0
2020,5,10,1,57597,0
2020,5,10,2,56831,0
2020,5,10,3,56188,0
2020,5,10,4,55132,0
2020,5,10,5,53679,0
2020,5,10,6,52366,0
2020,5,10,7,52040,0
2020,5,10,8,50035,0
2020,5,10,9,50035,0
2020,5,11,0,57319,0
2020,5,11,1,57597,0
2020,5,11,2,56831,0
2020,5,11,3,56188,0
2020,5,11,4,55132,0
2020,5,11,5,53679,0
2020,5,11,6,52366,0
2020,5,11,7,52040,0
2020,5,11,8,50035,0
2020,5,11,9,50035,0
2020,5,11,10,50035,0
2020,5,12,0,57319,0
2020,5,12,1,57597,0
2020,5,12,2,56831,0
2020,5,12,3,56188,0
2020,5,12,4,55132,0
2020,5,12,5,53679,0
2020,5,12,6,52366,0
2020,5,12,7,52040,0
2020,5,12,8,50035,0
2020,5,12,9,50035,0
2020,5,12,10,50035,0
2020,5,12,11,50035,0
2020,5,13,0,57319,0
2020,5,13,1,57597,0
2020,5,13,2,56831,0
2020,5,13,3,56188,0
2020,5,13,4,55132,0
2020,5,13,5,53679,0
2020,5,13,6,52366,0
2020,5,13,7,52040,0
2020,5,13,8,50035,0
2020,5,13,9,50035,0
2020,5,13,10,50035,0
2020,5,13,11,50035,0
2020,5,13,12,50035,0
2020,5,1,0,12413,1
2020,5,2,0,15644,1
2020,5,2,1,17771,1
2020,5,3,0,20244,1
2020,5,3,1,20832,1
2020,5,3,2,20852,1
2020,5,4,0,26695,1
2020,5,4,1,27131,1
2020,5,4,2,26246,1
2020,5,4,3,26338,1
2020,5,5,0,32193,1
2020,5,5,1,32661,1
2020,5,5,2,31661,1
2020,5,5,3,30887,1
2020,5,5,4,30414,1
2020,5,6,0,37027,1
2020,5,6,1,37174,1
2020,5,6,2,36408,1
2020,5,6,3,35674,1
2020,5,6,4,34582,1
2020,5,6,5,33935,1
2020,5,7,0,42605,1
2020,5,7,1,42871,1
2020,5,7,2,41954,1
2020,5,7,3,41314,1
2020,5,7,4,40124,1
2020,5,7,5,38734,1
2020,5,7,6,37210,1
2020,5,8,0,47650,1
2020,5,8,1,48071,1
2020,5,8,2,47205,1
2020,5,8,3,46447,1
2020,5,8,4,45371,1
2020,5,8,5,44006,1
2020,5,8,6,42585,1
2020,5,8,7,42224,1
2020,5,9,0,57319,1
2020,5,9,1,57597,1
2020,5,9,2,56831,1
2020,5,9,3,56188,1
2020,5,9,4,55132,1
2020,5,9,5,53679,1
2020,5,9,6,52366,1
2020,5,9,7,52040,1
2020,5,9,8,50035,1
2020,5,10,0,57319,1
2020,5,10,1,57597,1
2020,5,10,2,56831,1
2020,5,10,3,56188,1
2020,5,10,4,55132,1
2020,5,10,5,53679,1
2020,5,10,6,52366,1
2020,5,10,7,52040,1
2020,5,10,8,50035,1
2020,5,10,9,50035,1
2020,5,11,0,57319,1
2020,5,11,1,57597,1
2020,5,11,2,56831,1
2020,5,11,3,56188,1
2020,5,11,4,55132,1
2020,5,11,5,53679,1
2020,5,11,6,52366,1
2020,5,11,7,52040,1
2020,5,11,8,50035,1
2020,5,11,9,50035,1
2020,5,11,10,50035,1
2020,5,12,0,57319,1
2020,5,12,1,57597,1
2020,5,12,2,56831,1
2020,5,12,3,56188,1
2020,5,12,4,55132,1
2020,5,12,5,53679,1
2020,5,12,6,52366,1
2020,5,12,7,52040,1
2020,5,12,8,50035,1
2020,5,12,9,50035,1
2020,5,12,10,50035,1
2020,5,12,11,50035,1
2020,5,13,0,57319,1
2020,5,13,1,57597,1
2020,5,13,2,56831,1
2020,5,13,3,56188,1
2020,5,13,4,55132,1
2020,5,13,5,53679,1
2020,5,13,6,52366,1
2020,5,13,7,52040,1
2020,5,13,8,50035,1
2020,5,13,9,50035,1
2020,5,13,10,50035,1
2020,5,13,11,50035,1
2020,5,13,12,50035,1
2020,6,1,0,13465,0
2020,6,2,0,17331,0
2020,6,2,1,17839,0
2020,6,3,0,20244,0
2020,6,3,1,20832,0
2020,6,3,2,20852,0
2020,6,4,0,26695,0
2020,6,4,1,27131,0
2020,6,4,2,26246,0
2020,6,4,3,26338,0
2020,6,5,0,32193,0
2020,6,5,1,32661,0
2020,6,5,2,31661,0
2020,6,5,3,30887,0
2020,6,5,4,30414,0
2020,6,6,0,37027,0
2020,6,6,1,37174,0
2020,6,6,2,36408,0
2020,6,6,3,35674,0
2020,6,6,4,34582,0
2020,6,6,5,33935,0
2020,6,7,0,42605,0
2020,6,7,1,42871,0
2020,6,7,2,41954,0
2020,6,7,3,41314,0
2020,6,7,4,40124,0
2020,6,7,5,38734,0
2020,6,7,6,37210,0
2020,6,8,0,47650,0
2020,6,8,1,48071,0
2020,6,8,2,47205,0
2020,6,8,3,46447,0
2020,6,8,4,45371,0
2020,6,8,5,44006,0
2020,6,8,6,42585,0
2020,6,8,7,42224,0
2020,6,9,0,57319,0
2020,6,9,1,57597,0
2020,6,9,2,56831,0
2020,6,9,3,56188,0
2020,6,9,4,55132,0
2020,6,9,5,53679,0
2020,6,9,6,52366,0
2020,6,9,7,52040,0
2020,6,9,8,50035,0
2020,6,10,0,57319,0
2020,6,10,1,57597,0
2020,6,10,2,56831,0
2020,6,10,3,56188,0
2020,6,10,4,55132,0
2020,6,10,5,53679,0
2020,6,10,6,52366,0
2020,6,10,7,52040,0
2020,6,10,8,50035,0
2020,6,10,9,50035,0
2020,6,11,0,57319,0
2020,6,11,1,57597,0
2020,6,11,2,56831,0
2020,6,11,3,56188,0
2020,6,11,4,55132,0
2020,6,11,5,53679,0
2020,6,11,6,52366,0
2020,6,11,7,52040,0
2020,6,11,8,50035,0
2020,6,11,9,50035,0
2020,6,11,10,50035,0
2020,6,12,0,57319,0
2020,6,12,1,57597,0
2020,6,12,2,56831,0
2020,6,12,3,56188,0
2020,6,12,4,55132,0
2020,6,12,5,53679,0
2020,6,12,6,52366,0
2020,6,12,7,52040,0
2020,6,12,8,50035,0
2020,6,12,9,50035,0
2020,6,12,10,50035,0
2020,6,12,11,50035,0
2020,6,13,0,57319,0
2020,6,13,1,57597,0
2020,6,13,2,56831,0
2020,6,13,3,56188,0
2020,6,13,4,55132,0
2020,6,13,5,53679,0
2020,6,13,6,52366,0
2020,6,13,7,52040,0
2020,6,13,8,50035,0
2020,6,13,9,50035,0
